-800	32767
-784	32767
-768	32767
-752	32767
-736	32767
-720	32767
-704	32767
-688	32767
-672	32767
-656	32767
-640	32767
-624	32767
-608	32767
-592	32767
-576	32767
-560	32767
-544	32767
-528	32767
-512	32767
-496	32767
-480	32767
-464	32767
-448	31821.8
-432	30715.8
-416	29592.4
-400	28486.4
-384	27378.1
-368	26272.9
-352	25153.8
-336	24045.5
-320	22927.8
-304	21827.9
-288	20709.3
-272	19595.8
-256	18492.9
-240	17382.9
-224	16263.3
-208	15147.5
-192	14055.6
-176	12935.6
-160	11815.4
-144	10703.9
-128	9601
-112	8482.8
-96	7371.9
-80	6280.2
-64	5158.7
-48	4043.6
-32	2940.1
-16	1830.6
0	692.3
16	-407.6
32	-1511
48	-2628.3
64	-3748.5
80	-4848.5
96	-5954.1
112	-7072.1
128	-8181.6
144	-9288.3
160	-10392.3
176	-11510.3
192	-12631.3
208	-13734.3
224	-14840.5
240	-15959.6
256	-17073.9
272	-18190.5
288	-19286.7
304	-20405.1
320	-21512.8
336	-22621
352	-23738.4
368	-24849.8
384	-25947
400	-27061.3
416	-28196.6
432	-29287.6
448	-30386.6
464	-31512.7
480	-32768
496	-32768
512	-32768
528	-32768
544	-32768
560	-32768
576	-32768
592	-32768
608	-32768
624	-32768
640	-32768
656	-32768
672	-32768
688	-32768
704	-32768
720	-32768
736	-32768
752	-32768
768	-32768
784	-32768
800	-32768
