-200	32767
-196	32767
-192	32767
-188	32767
-184	32767
-180	32767
-176	32767
-172	32767
-168	32767
-164	32767
-160	32767
-156	32767
-152	32767
-148	32767
-144	32767
-140	32767
-136	32767
-132	32767
-128	32767
-124	32767
-120	32767
-116	32767
-112	31960.5
-108	30887.2
-104	29720.5
-100	28587.2
-96	27504.6
-92	26405
-88	25207.1
-84	24182.6
-80	23078.5
-76	21843.2
-72	20788.3
-68	19723.8
-64	18597.9
-60	17410.7
-56	16269.5
-52	15181.8
-48	14006.7
-44	12895.9
-40	11824.9
-36	10709.1
-32	9531.3
-28	8431.2
-24	7364.3
-20	6238.3
-16	5110.4
-12	3977.2
-8	2890.3
-4	1727.8
0	598.2
4	-483.5
8	-1562.8
12	-2758
16	-3868.2
20	-4962
24	-6131.5
28	-7181.7
32	-8312.4
36	-9408.5
40	-10588
44	-11686.3
48	-12763.3
52	-13916.6
56	-15055.4
60	-16179.4
64	-17238.3
68	-18430.7
72	-19572
76	-20599.9
80	-21777.8
84	-22891.6
88	-24001.8
92	-25074.1
96	-26247.7
100	-27331.7
104	-28437.3
108	-29571.1
112	-30692.2
116	-31838
120	-32767.9
124	-32768
128	-32768
132	-32768
136	-32768
140	-32768
144	-32768
148	-32768
152	-32768
156	-32768
160	-32768
164	-32768
168	-32768
172	-32768
176	-32768
180	-32768
184	-32768
188	-32768
192	-32768
196	-32768
200	-32768
